CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,PowerSearchQuery
श्रीराम गुरुङ,Shriram Gurung,काठमाडौं,kathmandu,5,"(""श्रीराम गुरुङ"" OR ""Shriram Gurung"") (""kathmandu"" OR ""constituency 5"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सस्मित पोखरेल,Sasmit Pokharel,काठमाडौं,kathmandu,5,"(""सस्मित पोखरेल"" OR ""Sasmit Pokharel"") (""kathmandu"" OR ""constituency 5"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
स्याम काजी सुनुवार,Syam Kaji Sunuvar,काठमाडौं,kathmandu,5,"(""स्याम काजी सुनुवार"" OR ""Syam Kaji Sunuvar"") (""kathmandu"" OR ""constituency 5"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
कुसुम देवी थापा,Kusum Devi Thapa,रुकुम (पूर्वी भाग),rukum_east,1,"(""कुसुम देवी थापा"" OR ""Kusum Devi Thapa"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
चन्द्र प्रसाद शाही,Chandra Prasad Shahi,रुकुम (पूर्वी भाग),rukum_east,1,"(""चन्द्र प्रसाद शाही"" OR ""Chandra Prasad Shahi"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
जुद्ध बहादुर बुढा मगर,Juddh Bahadur Budha Magar,रुकुम (पूर्वी भाग),rukum_east,1,"(""जुद्ध बहादुर बुढा मगर"" OR ""Juddh Bahadur Budha Magar"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
ज्योति रोका मगर,Jyoti Roka Magar,रुकुम (पूर्वी भाग),rukum_east,1,"(""ज्योति रोका मगर"" OR ""Jyoti Roka Magar"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
धर्म कुमार बुढा,Dharm Kumar Budha,रुकुम (पूर्वी भाग),rukum_east,1,"(""धर्म कुमार बुढा"" OR ""Dharm Kumar Budha"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
पुष्प कमल दाहाल प्रचण्ड,Pushpa Kamal Dahal Prachanda,रुकुम (पूर्वी भाग),rukum_east,1,"(""पुष्प कमल दाहाल प्रचण्ड"" OR ""Pushpa Kamal Dahal Prachanda"" OR ""Prachanda"" OR ""प्रचण्ड"" OR ""Dahal"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रोषण शाह,Roshan Shah,रुकुम (पूर्वी भाग),rukum_east,1,"(""रोषण शाह"" OR ""Roshan Shah"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
लखन कुमार थापा,Lakhan Kumar Thapa,रुकुम (पूर्वी भाग),rukum_east,1,"(""लखन कुमार थापा"" OR ""Lakhan Kumar Thapa"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
लिलामणी गौतम,Lilamani Gautam,रुकुम (पूर्वी भाग),rukum_east,1,"(""लिलामणी गौतम"" OR ""Lilamani Gautam"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सन्दिप पुन,Sandip Pun,रुकुम (पूर्वी भाग),rukum_east,1,"(""सन्दिप पुन"" OR ""Sandip Pun"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सिर बहादुर बुढा,Sir Bahadur Budha,रुकुम (पूर्वी भाग),rukum_east,1,"(""सिर बहादुर बुढा"" OR ""Sir Bahadur Budha"") (""rukum_east"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अजय ओझा,Ajay Ojha,सर्लाही,sarlahi,4,"(""अजय ओझा"" OR ""Ajay Ojha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अमनिश कुमार यादव,Amnish Kumar Yadav,सर्लाही,sarlahi,4,"(""अमनिश कुमार यादव"" OR ""Amnish Kumar Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अमरेश कुमार सिह,Amresh Kumar Sih,सर्लाही,sarlahi,4,"(""अमरेश कुमार सिह"" OR ""Amresh Kumar Sih"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अमित रंजन सिंह,Amit Ranjan Singh,सर्लाही,sarlahi,4,"(""अमित रंजन सिंह"" OR ""Amit Ranjan Singh"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अम्बुज प्रसाद साह,Ambuj Prasad Sah,सर्लाही,sarlahi,4,"(""अम्बुज प्रसाद साह"" OR ""Ambuj Prasad Sah"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
अरविन्द कुमार ठाकुर,Arvind Kumar Thakur,सर्लाही,sarlahi,4,"(""अरविन्द कुमार ठाकुर"" OR ""Arvind Kumar Thakur"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
उदय कान्‍त मिश्र,Uday Kant Mishra,सर्लाही,sarlahi,4,"(""उदय कान्‍त मिश्र"" OR ""Uday Kant Mishra"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
कमलेश मण्डल,Kamlesh Mandal,सर्लाही,sarlahi,4,"(""कमलेश मण्डल"" OR ""Kamlesh Mandal"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
गगन कुमार थापा,Gagan Kumar Thapa,सर्लाही,sarlahi,4,"(""गगन कुमार थापा"" OR ""Gagan Kumar Thapa"" OR ""Gagan Thapa"" OR ""Gagan dai"" OR ""गगन थापा"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
गनेश प्रसाद सिंह,Ganesh Prasad Singh,सर्लाही,sarlahi,4,"(""गनेश प्रसाद सिंह"" OR ""Ganesh Prasad Singh"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
चुन चुन भण्डारी,Chun Chun Bhandari,सर्लाही,sarlahi,4,"(""चुन चुन भण्डारी"" OR ""Chun Chun Bhandari"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
छोटेलाल कुमार यादव,Chhotelal Kumar Yadav,सर्लाही,sarlahi,4,"(""छोटेलाल कुमार यादव"" OR ""Chhotelal Kumar Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
जय शंकर सिंह कुशवाहा,Jay Shankar Singh Kushwaha,सर्लाही,sarlahi,4,"(""जय शंकर सिंह कुशवाहा"" OR ""Jay Shankar Singh Kushwaha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
ज्ञानेन्द्र प्रसाद कुशवाहा,Gyanendra Prasad Kushwaha,सर्लाही,sarlahi,4,"(""ज्ञानेन्द्र प्रसाद कुशवाहा"" OR ""Gyanendra Prasad Kushwaha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
धिरज ठाकुर,Dhiraj Thakur,सर्लाही,sarlahi,4,"(""धिरज ठाकुर"" OR ""Dhiraj Thakur"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
नरेन्द्र प्रसाद सिंह,Narendra Prasad Singh,सर्लाही,sarlahi,4,"(""नरेन्द्र प्रसाद सिंह"" OR ""Narendra Prasad Singh"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
निलेश कुमार यादव,Nilesh Kumar Yadav,सर्लाही,sarlahi,4,"(""निलेश कुमार यादव"" OR ""Nilesh Kumar Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
पीताम्वर सिंह कुशवाहा,Pitambar Singh Kushwaha,सर्लाही,sarlahi,4,"(""पीताम्वर सिंह कुशवाहा"" OR ""Pitambar Singh Kushwaha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
प्रदीप कुमार झा,Pradip Kumar Jha,सर्लाही,sarlahi,4,"(""प्रदीप कुमार झा"" OR ""Pradip Kumar Jha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
मधुमाला कुमारी यादव,Madhumala Kumari Yadav,सर्लाही,sarlahi,4,"(""मधुमाला कुमारी यादव"" OR ""Madhumala Kumari Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
महेश मंडल धानुक,Mahesh Mandal Dhanuk,सर्लाही,sarlahi,4,"(""महेश मंडल धानुक"" OR ""Mahesh Mandal Dhanuk"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
मुकेश प्रसाद कुशवाहा,Mukesh Prasad Kushwaha,सर्लाही,sarlahi,4,"(""मुकेश प्रसाद कुशवाहा"" OR ""Mukesh Prasad Kushwaha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रजनिस राय,Rajnis Ray,सर्लाही,sarlahi,4,"(""रजनिस राय"" OR ""Rajnis Ray"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रमण मिश्र,Raman Mishra,सर्लाही,sarlahi,4,"(""रमण मिश्र"" OR ""Raman Mishra"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
राकेश कुमार मिश्र,Rakesh Kumar Mishra,सर्लाही,sarlahi,4,"(""राकेश कुमार मिश्र"" OR ""Rakesh Kumar Mishra"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
राम प्रवेश यादव,Ram Pravesh Yadav,सर्लाही,sarlahi,4,"(""राम प्रवेश यादव"" OR ""Ram Pravesh Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रामचरित्र सहनी,Ramcharitra Sahani,सर्लाही,sarlahi,4,"(""रामचरित्र सहनी"" OR ""Ramcharitra Sahani"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रामनाथ  प्रसाद  साह ,Ramnath Prasad Sah,सर्लाही,sarlahi,4,"(""रामनाथ  प्रसाद  साह"" OR ""Ramnath Prasad Sah"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रामेश्‍वर राय यादव,Rameshwar Ray Yadav,सर्लाही,sarlahi,4,"(""रामेश्‍वर राय यादव"" OR ""Rameshwar Ray Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रिंकी कुमारी साह,Rinki Kumari Sah,सर्लाही,sarlahi,4,"(""रिंकी कुमारी साह"" OR ""Rinki Kumari Sah"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
लखेन्द्र महतो,Lakhendra Mahato,सर्लाही,sarlahi,4,"(""लखेन्द्र महतो"" OR ""Lakhendra Mahato"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
विक्रम यादव,Vikram Yadav,सर्लाही,sarlahi,4,"(""विक्रम यादव"" OR ""Vikram Yadav"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
शिव प्रसाद साह,Shiv Prasad Sah,सर्लाही,sarlahi,4,"(""शिव प्रसाद साह"" OR ""Shiv Prasad Sah"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
शुलपानी झा,Shulpani Jha,सर्लाही,sarlahi,4,"(""शुलपानी झा"" OR ""Shulpani Jha"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
संजिव कुमार पासवान,Sanjiv Kumar Paswan,सर्लाही,sarlahi,4,"(""संजिव कुमार पासवान"" OR ""Sanjiv Kumar Paswan"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
संतोष कुमार निषाद,Santosh Kumar Nishad,सर्लाही,sarlahi,4,"(""संतोष कुमार निषाद"" OR ""Santosh Kumar Nishad"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सचित्र सहनी,Sachitra Sahani,सर्लाही,sarlahi,4,"(""सचित्र सहनी"" OR ""Sachitra Sahani"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
हरिनन्दन कुमार रंजन,Harinandan Kumar Ranjan,सर्लाही,sarlahi,4,"(""हरिनन्दन कुमार रंजन"" OR ""Harinandan Kumar Ranjan"") (""sarlahi"" OR ""constituency 4"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
ओम विक्रम पन्त,Om Vikram Pant,तनहुँ,tanahu,1,"(""ओम विक्रम पन्त"" OR ""Om Vikram Pant"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
काशीराम गुरुङ,Kashiram Gurung,तनहुँ,tanahu,1,"(""काशीराम गुरुङ"" OR ""Kashiram Gurung"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
गोविन्द भट्टराई,Govind Bhattarai,तनहुँ,tanahu,1,"(""गोविन्द भट्टराई"" OR ""Govind Bhattarai"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
चिजा माया अधिकारी,Chija Maya Adhikari,तनहुँ,tanahu,1,"(""चिजा माया अधिकारी"" OR ""Chija Maya Adhikari"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
दिपक राज जोशी,Deepak Raj Joshi,तनहुँ,tanahu,1,"(""दिपक राज जोशी"" OR ""Deepak Raj Joshi"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
प्रेम बहादुर थापा,Prem Bahadur Thapa,तनहुँ,tanahu,1,"(""प्रेम बहादुर थापा"" OR ""Prem Bahadur Thapa"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
भगवती न्यौपाने,Bhagwati Nyaupane,तनहुँ,tanahu,1,"(""भगवती न्यौपाने"" OR ""Bhagwati Nyaupane"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
मन्‍जिल राना,Manjil Rana,तनहुँ,tanahu,1,"(""मन्‍जिल राना"" OR ""Manjil Rana"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
याम बहादुर आले,Yam Bahadur Ale,तनहुँ,tanahu,1,"(""याम बहादुर आले"" OR ""Yam Bahadur Ale"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
राम लक्ष्मी दुवाल,Ram Lakshmi Duwal,तनहुँ,tanahu,1,"(""राम लक्ष्मी दुवाल"" OR ""Ram Lakshmi Duwal"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
रामदत्त जोशी,Ramdatta Joshi,तनहुँ,tanahu,1,"(""रामदत्त जोशी"" OR ""Ramdatta Joshi"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
लेख नाथ खनाल,Lekh Nath Khanal,तनहुँ,tanahu,1,"(""लेख नाथ खनाल"" OR ""Lekh Nath Khanal"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
विद्या नाथ ढकाल,Vidya Nath Dhakal,तनहुँ,tanahu,1,"(""विद्या नाथ ढकाल"" OR ""Vidya Nath Dhakal"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सन्देश रानाभाट लौडारी,Sandesh Ranabhat Laudari,तनहुँ,tanahu,1,"(""सन्देश रानाभाट लौडारी"" OR ""Sandesh Ranabhat Laudari"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
सुमन थापा मगर,Suman Thapa Magar,तनहुँ,tanahu,1,"(""सुमन थापा मगर"" OR ""Suman Thapa Magar"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
स्वर्णिम वाग्ले,Swarnim Wagle,तनहुँ,tanahu,1,"(""स्वर्णिम वाग्ले"" OR ""Swarnim Wagle"" OR ""Swarnim"" OR ""स्वर्णिम वाग्ले"") (""tanahu"" OR ""constituency 1"" OR ""निर्वाचन"" OR ""election 2082"" OR ""Nepal election"") since:2025-09-05"
